hour,day_of_week,vehicle_count,historical_avg_speed,target_speed_kmh
2,3,74,39.9,35.0
1,2,222,11.2,8.0
8,0,186,45.2,18.7
15,0,44,16.5,15.3
20,2,89,31.6,26.9
23,0,270,20.5,11.3
15,5,319,39.7,18.6
13,4,211,18.9,12.3
8,6,23,34.2,19.7
14,3,384,21.8,8.0
2,5,41,44.1,41.1
14,0,268,14.4,8.0
16,6,186,18.3,12.6
15,2,84,47.6,40.9
7,3,335,16.6,8.0
14,3,231,30.8,18.9
11,1,344,35.4,15.1
14,5,113,53.9,43.7
15,3,296,19.4,9.8
19,2,242,59.9,21.4
20,3,146,58.9,44.6
2,3,381,22.8,8.3
21,3,387,38.1,13.5
5,6,189,55.7,38.2
19,3,231,47.5,17.5
21,6,86,57.9,49.6
4,1,262,17.1,9.6
11,6,161,24.9,18.2
23,5,56,50.4,45.7
20,3,317,26.6,12.5
19,6,243,47.4,16.9
20,1,74,35.7,31.3
2,1,383,17.4,8.0
16,5,170,36.1,25.9
14,0,149,44.2,33.2
6,6,68,40.3,35.7
13,0,323,40.4,18.7
5,4,238,31.1,18.8
19,0,45,52.6,29.2
12,1,343,47.4,20.3
17,2,272,49.9,16.4
17,0,184,46.1,19.2
20,1,354,51.6,21.2
1,1,81,11.2,9.7
4,0,47,30.4,28.0
9,4,54,36.5,19.9
20,4,213,45.7,29.5
12,6,27,25.5,24.4
17,0,145,56.7,25.8
21,3,42,55.9,52.0
15,3,204,53.5,35.3
16,1,214,30.3,19.5
3,1,102,43.2,35.9
5,4,218,45.7,29.1
13,2,179,56.6,39.7
18,0,276,21.8,8.0
1,6,111,35.0,28.5
11,6,51,28.5,26.1
19,3,95,39.7,20.0
1,1,287,27.8,14.5
4,6,177,11.1,8.0
17,5,191,19.6,8.0
8,0,267,52.5,17.5
11,2,134,19.9,15.5
8,6,179,24.4,10.3
14,6,97,53.4,44.8
18,0,89,11.3,8.0
17,2,219,57.2,21.8
5,6,301,35.1,17.5
0,2,183,52.9,36.8
10,2,309,18.6,8.0
3,5,212,18.1,11.7
0,5,102,49.6,41.2
11,6,111,33.2,27.1
7,6,104,24.5,20.3
22,2,305,20.2,9.9
0,3,181,47.9,33.5
23,0,104,37.2,30.8
15,6,333,33.3,14.8
2,2,277,15.3,8.2
14,4,234,48.4,29.5
11,2,191,34.6,23.6
18,6,98,37.1,18.6
7,3,85,24.0,20.6
12,0,207,55.5,36.4
1,4,115,25.7,20.8
21,2,243,23.4,13.9
9,2,261,13.2,8.0
0,2,24,17.2,16.5
19,5,380,29.6,8.0
15,1,88,39.8,34.0
4,1,308,25.4,12.4
13,2,316,35.7,16.9
2,3,380,57.1,20.9
8,4,44,27.4,15.2
4,5,348,59.2,24.9
17,0,351,55.2,13.7
18,3,278,39.0,12.6
6,5,221,45.1,28.5
23,1,248,39.2,23.0
13,3,314,24.2,11.5
12,4,263,28.6,16.1
20,0,102,51.5,42.7
15,6,276,43.5,23.5
17,4,72,33.5,17.7
1,3,250,58.0,33.8
8,4,32,41.1,23.3
20,0,238,47.9,28.9
0,5,64,12.8,11.4
20,5,97,56.1,47.0
20,1,89,21.9,18.7
7,1,299,36.6,18.4
5,5,368,54.7,21.2
23,1,349,46.9,19.6
7,6,280,24.5,13.1
13,0,63,40.2,36.0
3,3,275,59.9,32.4
7,1,216,18.8,12.0
6,4,358,57.0,23.0
5,1,227,39.7,24.7
4,3,271,26.8,14.7
0,1,398,30.8,10.4
23,4,286,35.8,18.7
22,1,371,27.3,10.4
20,2,397,54.6,18.5
15,0,371,59.6,22.7
2,3,277,58.0,31.2
19,5,201,19.5,8.0
19,4,147,47.3,21.4
10,6,227,38.0,14.2
15,5,139,54.4,41.8
13,5,361,59.7,23.8
13,3,160,48.0,35.2
1,0,131,56.2,43.9
19,5,161,41.1,18.0
22,3,357,32.9,13.3
8,2,213,32.3,12.5
7,5,380,22.6,8.3
12,2,332,55.8,24.9
8,3,157,13.3,8.0
21,1,156,15.9,11.8
13,2,83,29.5,25.4
19,2,281,18.4,8.0
5,6,361,19.7,8.0
16,6,322,51.1,23.7
11,1,378,17.0,8.0
15,0,169,37.2,26.7
14,5,110,55.7,45.5
9,0,252,13.7,8.0
22,2,36,58.7,55.2
21,2,151,44.4,33.2
22,0,126,47.5,37.5
20,6,246,22.1,13.0
8,3,131,58.3,27.3
20,0,212,23.6,15.3
1,3,281,50.6,26.9
19,6,177,43.8,18.5
19,2,238,24.3,8.8
8,4,61,45.9,24.7
10,6,182,19.3,8.1
9,4,135,38.1,17.7
4,4,297,41.8,21.1
2,5,106,41.3,34.0
12,2,298,48.8,24.6
2,6,305,51.8,25.5
6,6,376,56.9,21.2
0,5,282,46.1,24.4
2,3,265,16.0,8.9
12,0,143,32.5,24.8
0,3,114,31.0,25.1
12,6,196,33.2,22.4
11,2,180,21.8,15.3
13,4,111,14.5,11.8
12,0,258,14.3,8.2
14,6,212,39.0,25.2
21,0,55,27.0,24.5
1,4,152,39.4,29.4
0,5,113,34.7,28.2
3,6,202,58.5,38.8
18,6,304,22.4,8.0
13,3,109,43.8,35.8
4,2,32,34.3,32.5
0,2,367,35.4,13.7
9,0,224,48.7,18.3
2,2,158,53.4,39.3
18,1,298,14.0,8.0
11,4,284,43.0,22.6
18,4,281,25.8,8.2
7,0,274,26.4,14.3
17,6,41,17.0,9.5
22,4,124,52.9,42.0
19,5,86,53.2,27.3
22,4,184,52.1,36.1
21,4,61,30.8,27.7
8,4,34,39.5,22.4
21,0,311,36.6,17.6
7,5,325,34.6,15.9
6,6,90,57.1,48.5
23,4,323,20.3,9.4
16,2,21,12.8,12.4
15,3,59,50.0,45.1
8,1,158,30.3,13.4
4,6,322,31.1,14.4
2,1,390,55.0,19.2
12,2,378,43.1,15.9
15,4,46,31.8,29.4
15,4,104,46.5,38.4
11,3,45,24.4,22.6
23,3,246,51.1,30.1
17,0,76,25.6,13.4
22,2,311,25.3,12.2
9,6,271,52.7,17.3
21,2,319,54.3,25.4
18,2,92,18.1,9.2
18,5,24,11.2,8.0
14,3,284,23.0,12.1
17,2,184,34.7,14.4
19,4,21,52.3,30.3
17,3,140,52.5,24.1
0,6,214,43.9,28.2
16,3,383,25.4,9.2
16,5,150,43.0,32.2
7,2,191,17.4,11.9
16,4,360,19.5,8.0
20,2,195,18.1,12.2
6,6,246,30.6,18.1
13,2,277,28.7,15.5
11,6,69,41.2,36.5
1,6,41,10.3,9.6
7,1,223,17.3,10.9
1,6,369,24.4,9.4
23,3,191,57.3,39.1
5,3,343,44.0,18.8
8,1,291,42.1,13.0
20,5,66,11.3,10.1
15,3,377,28.3,10.5
8,4,98,24.3,12.2
4,4,148,53.4,40.2
22,1,198,38.8,26.0
23,4,220,19.7,12.5
9,0,297,27.9,8.5
18,2,123,17.8,8.5
11,6,388,51.5,18.2
7,0,316,10.7,8.0
5,2,384,55.3,19.9
5,1,216,29.5,18.9
20,1,55,15.4,14.0
8,1,113,34.7,16.9
7,0,156,32.1,23.8
3,3,326,53.0,24.2
20,4,237,26.7,16.2
17,0,123,36.7,17.5
21,4,331,45.1,20.2
12,4,307,40.8,19.9
2,1,204,22.8,15.0
2,5,132,53.4,41.7
7,0,226,10.7,8.0
10,6,245,47.9,17.0
14,4,230,48.1,29.7
11,2,311,31.6,15.2
5,4,371,48.1,18.4
19,3,21,19.2,11.1
12,5,38,25.9,24.3
5,2,185,59.9,41.4
8,5,187,59.8,24.7
21,1,253,20.2,11.7
17,0,323,23.5,8.0
18,5,286,34.7,10.9
2,0,371,50.7,19.4
6,3,46,56.8,52.4
20,0,211,31.4,20.4
11,5,395,28.4,9.7
10,2,31,21.8,12.4
17,1,273,24.9,8.1
21,3,125,43.0,34.0
21,5,125,54.3,43.0
17,0,158,54.6,24.1
20,2,171,32.4,23.2
15,3,185,28.4,19.6
12,2,244,24.2,14.4
22,6,323,14.6,8.0
11,4,49,25.7,23.6
17,5,21,23.7,13.7
0,6,395,50.2,17.2
20,0,63,51.9,46.5
9,6,266,13.1,8.0
4,2,364,38.9,15.3
12,5,72,35.5,31.2
12,4,337,47.6,20.9
1,3,44,42.4,39.3
23,5,66,42.8,38.1
13,4,239,31.8,19.1
8,4,141,43.9,20.2
3,3,175,35.0,24.8
12,3,73,54.8,48.1
4,6,85,33.2,28.5
17,1,346,38.8,9.9
1,2,334,59.7,26.5
22,3,210,18.2,11.8
14,3,269,47.5,26.2
7,3,81,45.6,39.4
21,5,354,28.6,11.7
9,6,234,20.8,8.0
15,1,110,28.4,23.2
17,0,233,58.1,21.3
19,4,203,19.2,8.0
12,3,32,57.9,54.8
11,3,50,20.1,18.4
4,1,295,47.3,24.0
10,3,193,28.5,11.6
0,4,79,53.2,46.2
23,3,318,30.7,14.4
20,2,350,25.2,10.5
5,6,184,39.7,27.5
15,6,226,14.6,9.1
13,2,119,41.2,33.0
4,1,150,16.2,12.1
6,5,236,58.1,35.2
12,1,130,31.8,24.9
1,0,60,37.7,33.9
13,6,150,35.5,26.6
7,4,247,49.8,29.3
0,2,276,46.6,25.2
18,4,326,49.3,13.5
22,5,77,13.5,11.8
23,4,249,38.1,22.3
13,0,38,18.4,17.2
21,3,45,17.1,15.8
0,4,77,26.4,23.0
2,2,102,26.3,21.8
0,5,23,31.5,30.3
4,2,239,49.0,29.5
7,0,174,48.6,34.5
19,5,163,43.4,19.0
5,6,42,54.5,50.7
17,4,116,33.3,16.1
19,4,238,44.0,15.9
23,6,91,31.8,27.0
0,5,26,36.4,34.8
5,4,151,57.0,42.7
9,2,373,50.4,11.4
6,5,340,55.2,23.9
10,5,44,12.1,8.0
11,4,351,10.1,8.0
11,3,307,52.0,25.4
2,4,250,28.6,16.7
6,4,319,30.4,14.2
5,2,177,50.1,35.3
12,3,32,51.0,48.3
13,5,373,48.0,18.2
23,3,300,26.8,13.4
13,0,308,37.4,18.2
12,0,279,35.8,19.2
5,0,311,53.4,25.7
6,5,289,32.0,16.6
18,6,156,15.7,8.0
15,0,125,13.7,10.8
12,5,308,27.2,13.2
18,1,152,16.2,8.0
10,1,381,28.5,8.0
8,2,72,25.3,13.4
13,5,168,14.0,10.1
20,6,387,39.3,14.0
6,4,194,39.1,26.5
0,6,297,37.3,18.8
10,2,90,50.0,25.5
12,6,285,19.7,10.3
0,5,258,37.4,21.3
10,3,302,51.4,15.3
2,3,293,20.0,10.2
19,2,175,51.8,22.0
20,5,209,22.3,14.5
5,1,191,26.9,18.3
14,6,281,35.4,18.8
14,6,176,17.7,12.5
7,1,93,50.1,42.3
16,5,189,21.9,15.0
4,1,151,59.3,44.4
9,5,269,49.4,16.4
6,4,396,18.9,8.0
8,2,294,38.5,11.8
10,2,246,58.3,20.6
8,3,161,48.5,21.3
3,4,109,43.7,35.8
19,1,222,43.7,16.5
17,2,188,38.3,15.8
17,0,40,28.3,15.8
10,2,285,25.7,8.1
18,6,230,29.7,11.0
16,3,38,11.7,11.0
9,0,354,25.1,8.0
3,1,237,13.7,8.3
22,2,69,46.3,41.0
12,2,380,27.7,10.2
15,4,148,45.9,34.6
8,5,148,56.0,25.3
17,0,267,37.7,12.6
2,1,282,20.1,10.7
16,5,272,22.9,12.5
2,1,47,18.1,16.7
1,6,391,53.2,18.5
0,3,261,25.5,14.4
1,4,67,32.9,29.2
17,1,67,26.4,14.1
12,5,327,13.5,8.0
23,4,265,52.5,29.3
21,1,94,31.9,26.9
5,1,87,17.6,15.0
0,0,295,47.2,24.0
16,6,152,21.9,16.4
20,0,111,12.0,9.8
15,0,169,32.8,23.6
11,2,231,30.0,18.4
19,5,277,49.1,15.9
10,5,112,34.5,16.8
20,2,375,38.6,14.5
13,1,331,45.4,20.4
12,5,394,10.8,8.0
22,2,158,57.5,42.4
11,3,81,20.8,18.0
8,5,322,38.5,10.7
6,1,279,51.0,27.3
21,2,259,46.9,26.7
11,2,53,11.3,10.3
8,3,345,59.0,15.0
10,3,94,38.6,19.5
10,2,52,49.3,27.0
10,1,361,18.0,8.0
1,5,382,28.6,10.4
20,5,159,52.1,38.3
13,4,199,21.6,14.4
5,4,290,46.0,23.8
19,4,169,42.7,18.4
6,3,315,27.2,12.9
3,6,391,51.7,18.0
18,1,106,31.4,15.5
3,6,210,46.8,30.4
6,0,101,55.0,45.7
3,4,276,50.0,27.0
20,3,389,20.3,8.0
15,1,125,47.1,37.3
17,4,392,38.8,8.1
19,5,320,45.1,12.6
15,2,87,34.4,29.4
10,6,398,27.8,8.0
16,0,39,22.7,21.2
20,2,60,53.0,47.7
19,6,149,16.2,8.0
10,3,243,52.4,18.7
3,1,302,45.2,22.4
0,1,359,22.5,9.0
11,0,199,42.7,28.5
19,2,230,59.0,21.8
10,2,76,42.9,22.5
2,6,85,59.5,51.1
10,2,146,52.8,24.0
19,0,340,23.3,8.0
21,2,261,12.0,8.0
4,2,348,31.6,13.3
12,4,317,40.7,19.2
16,3,364,38.6,15.2
9,0,175,30.6,13.0
12,5,58,31.7,28.6
7,0,236,24.1,14.6
18,4,95,20.4,10.3
14,3,91,23.3,19.8
1,2,95,31.6,26.6
22,0,44,21.1,19.6
7,6,26,31.8,30.4
5,1,302,50.7,25.2
20,3,342,59.6,25.6
20,2,312,38.5,18.5
23,5,205,56.6,37.3
2,3,297,52.4,26.5
12,2,37,10.2,9.6
22,4,220,48.8,30.9
14,6,62,20.3,18.2
12,1,68,19.4,17.2
11,5,383,55.8,20.2
1,4,44,30.4,28.2
12,5,274,34.3,18.6
2,3,103,40.2,33.3
17,2,178,42.4,17.9
15,1,271,14.6,8.0
23,1,236,46.3,28.1
20,4,28,45.0,42.9
23,2,154,26.5,19.7
16,6,133,23.8,18.5
6,2,367,17.7,8.0
5,6,322,53.2,24.6
16,4,203,46.4,30.7
3,0,355,33.6,13.7
3,2,146,51.8,39.2
15,4,229,51.6,31.9
19,6,38,10.2,8.0
7,5,162,12.2,8.9
15,3,397,18.4,8.0
17,6,194,20.7,8.4
13,0,20,46.7,45.1
5,0,274,33.2,18.0
15,1,387,10.2,8.0
1,5,241,47.9,28.7
6,0,101,27.1,22.5
8,5,113,47.7,23.2
5,6,345,19.3,8.2
6,3,46,50.9,47.0
23,0,243,21.8,13.0
5,6,134,55.2,42.9
19,0,253,44.2,15.3
4,6,87,42.3,36.2
3,6,330,34.2,15.4
14,4,144,14.0,10.6
14,4,178,47.1,33.1
8,4,101,27.7,13.8
12,3,88,42.5,36.3
22,1,377,53.4,19.8
13,5,331,51.9,23.3
8,0,346,53.7,13.6
17,1,220,35.5,13.5
17,0,165,38.1,16.6
4,4,237,12.3,8.0
11,2,117,18.7,15.1
7,3,32,26.7,25.3
10,6,250,58.4,20.4
15,6,22,28.2,27.2
21,2,108,31.9,26.2
7,1,362,28.7,11.4
22,4,359,10.9,8.0
19,5,83,21.0,10.9
16,6,217,59.9,38.2
14,5,202,35.1,23.3
2,5,153,58.5,43.6
1,6,193,32.8,22.2
2,4,296,51.5,26.1
6,2,327,58.1,26.4
14,1,127,58.3,46.0
17,0,210,32.8,12.8
21,4,174,23.2,16.5
3,0,285,48.4,25.4
0,6,376,16.9,8.0
11,5,58,55.3,50.0
12,2,95,43.6,36.7
1,2,240,50.3,30.2
18,3,323,49.4,13.7
4,3,69,41.0,36.3
10,3,98,38.8,19.5
8,2,335,45.5,12.1
13,0,156,40.4,29.9
4,1,251,34.7,20.2
14,5,347,50.8,21.4
6,2,113,40.5,32.9
15,1,52,59.5,54.3
10,1,74,45.0,23.7
7,3,27,30.2,28.8
19,4,212,28.4,11.0
23,2,58,51.5,46.5
0,3,180,59.4,41.6
13,2,338,24.6,10.7
5,0,237,31.7,19.2
8,5,274,35.1,11.4
3,3,204,13.3,8.8
21,5,331,21.9,9.8
23,6,26,10.2,9.8
6,4,77,53.2,46.4
15,4,47,42.1,38.8
3,2,286,27.6,14.4
6,5,317,21.3,10.0
9,4,344,46.1,11.8
3,5,147,14.5,10.9
12,0,250,49.6,28.9
6,1,54,54.3,49.4
16,4,287,32.9,17.2
20,0,301,56.1,28.0
18,1,331,33.4,9.0
3,3,96,27.9,23.4
1,3,43,35.9,33.3
15,5,139,41.7,32.0
13,4,336,54.3,23.9
3,0,266,44.3,24.7
15,6,250,32.9,19.2
4,0,379,33.3,12.3
8,6,191,46.3,18.9
3,4,323,35.1,16.2
14,1,277,39.2,21.1
19,0,352,57.6,14.3
14,5,184,46.1,32.0
10,2,308,34.9,10.2
18,1,49,10.1,8.0
8,6,273,11.6,8.0
13,0,358,43.5,17.5
7,4,83,26.8,23.1
12,3,166,18.5,13.4
15,3,103,46.0,38.1
14,1,393,35.4,12.2
7,3,152,38.1,28.4
19,0,305,43.2,12.7
1,2,241,50.5,30.2
10,1,208,32.3,12.7
6,1,248,48.8,28.6
9,5,109,58.0,28.5
9,2,311,30.0,8.7
8,4,299,58.0,17.5
22,3,155,58.5,43.4
6,2,111,59.1,48.2
22,3,285,58.5,30.7
4,4,140,33.5,25.7
13,5,335,23.4,10.3
9,1,117,37.8,18.3
5,6,142,58.8,44.9
2,3,210,43.3,28.1
15,0,338,26.1,11.4
22,6,63,50.7,45.4
15,2,223,59.5,37.4
20,2,295,59.8,30.4
11,6,90,15.9,13.5
0,2,209,17.1,11.1
10,0,26,29.3,16.8
16,6,71,36.9,32.5
8,3,389,56.9,12.0
6,4,217,56.4,36.0
19,5,30,51.3,29.2
22,3,321,38.6,17.9
21,3,145,22.3,16.9
0,4,96,16.5,13.9
6,3,104,32.0,26.5
10,0,178,51.9,21.9
0,2,209,23.0,15.0
20,3,194,49.5,33.5
9,1,349,41.5,10.4
12,1,150,59.0,44.2
12,3,128,13.7,10.8
16,6,137,36.5,28.2
11,4,58,50.2,45.3
17,3,265,15.3,8.0
18,4,31,57.4,32.7
22,1,244,10.4,8.0
0,4,199,26.0,17.4
8,5,220,54.7,20.8
6,6,30,38.2,36.3
17,5,181,34.1,14.3
12,3,325,39.9,18.3
16,3,103,40.9,33.9
20,5,249,30.3,17.7
3,5,322,44.9,20.8
23,0,337,11.4,8.0
17,5,368,21.4,8.0
16,6,83,23.6,20.3
1,6,283,13.3,8.0
21,1,77,28.1,24.5
7,1,193,31.5,21.4
22,2,245,53.5,31.7
13,1,193,34.8,23.6
22,0,124,44.1,35.0
21,1,364,57.4,22.6
11,1,315,27.5,13.1
11,5,144,36.1,27.4
7,4,296,11.1,8.0
0,5,351,21.9,9.1
4,0,274,36.2,19.7
18,5,231,25.0,9.2
12,3,92,45.3,38.4
1,2,169,58.2,41.8
0,1,322,12.8,8.0
22,0,33,13.1,12.4
10,5,357,22.8,8.0
2,1,361,25.8,10.3
22,0,379,44.9,16.5
3,0,33,31.0,29.3
8,0,350,14.4,8.0
4,3,52,38.4,35.1
20,1,149,17.0,12.8
7,0,79,12.7,11.0
4,0,195,36.8,24.8
8,5,75,27.5,14.4
5,3,202,17.1,11.3
17,5,248,39.8,14.0
23,4,383,13.5,8.0
13,4,225,15.3,9.6
1,4,207,46.9,30.7
19,0,362,38.9,9.3
2,4,256,20.5,11.8
1,6,80,38.2,33.1
20,0,74,21.9,19.2
5,6,65,47.8,42.6
8,1,384,13.1,8.0
12,2,57,13.3,12.0
21,6,265,47.5,26.5
3,0,351,18.4,8.0
11,0,23,39.9,38.4
6,1,85,12.7,10.9
9,0,63,22.6,12.1
23,6,345,35.9,15.3
4,2,205,24.3,16.0
7,2,152,22.6,16.9
2,1,276,43.8,23.7
9,4,323,14.4,8.0
22,3,129,36.4,28.6
5,5,130,55.1,43.2
19,4,214,42.4,16.4
11,2,320,14.1,8.0
19,4,192,19.6,8.0
20,6,190,11.3,8.0
10,0,183,19.9,8.3
14,1,277,15.0,8.1
8,2,41,54.1,30.2
2,3,22,47.2,45.5
4,2,350,18.7,8.0
18,1,325,57.7,15.9
11,4,335,23.1,10.2
18,4,365,11.5,8.0
14,3,25,37.7,36.1
8,3,397,13.9,8.0
11,2,303,10.4,8.0
18,1,317,53.4,15.1
15,1,380,11.1,8.0
23,0,45,18.9,17.5
21,3,270,32.3,17.8
12,0,288,45.3,23.6
22,5,251,33.3,19.4
15,6,157,26.0,19.2
11,6,378,36.3,13.4
13,6,176,29.6,20.9
23,3,305,42.1,20.7
1,5,342,41.1,17.7
8,5,346,27.7,8.0
10,1,396,30.7,8.0
11,4,125,15.5,12.3
23,5,388,53.7,19.0
23,0,303,12.3,8.0
13,4,209,44.7,29.1
22,1,332,28.5,12.7
13,6,83,34.9,30.1
22,5,270,23.5,12.9
5,5,43,32.8,30.4
1,3,31,23.9,22.7
22,1,348,42.4,17.8
4,5,255,43.8,25.2
0,4,198,42.7,28.6
13,5,315,14.3,8.0
3,4,89,23.4,19.9
13,0,223,34.7,21.8
1,5,117,31.3,25.2
4,1,95,25.0,21.0
17,6,88,38.7,19.8
18,2,86,34.4,17.7
20,0,211,43.8,28.4
1,5,314,57.4,27.4
8,6,60,36.5,19.7
16,4,165,33.3,24.1
14,4,78,43.3,37.7
7,0,209,50.5,32.9
10,1,383,56.8,12.3
5,6,286,30.6,16.0
10,1,89,29.8,15.2
21,6,255,45.9,26.4
22,1,60,25.9,23.3
20,6,171,17.1,12.2
22,5,334,27.0,12.0
9,4,122,24.6,11.8
12,2,319,22.3,10.4
10,3,384,23.2,8.0
5,1,91,54.6,46.3
23,1,291,15.6,8.0
16,0,132,44.5,34.7
15,6,133,30.5,23.7
10,4,218,10.2,8.0
6,6,112,21.5,17.5
19,1,200,25.2,10.1
18,0,219,28.6,10.9
16,5,260,51.6,29.2
23,5,170,31.8,22.8
0,6,39,56.9,53.2
19,5,240,45.3,16.3
0,3,393,25.9,8.9
2,1,86,24.0,20.6
16,6,372,17.0,8.0
9,3,332,35.8,9.6
9,5,147,28.5,12.9
19,0,274,40.8,13.3
6,4,188,27.6,19.0
9,0,127,38.2,18.1
19,0,335,30.6,8.1
8,1,134,20.4,9.5
23,1,322,57.4,26.6
17,3,386,12.5,8.0
10,5,129,52.4,24.7
10,1,48,58.1,32.1
13,2,35,26.7,25.1
21,3,172,59.5,42.4
22,3,296,29.7,15.0
5,4,397,59.8,20.2
3,0,178,16.7,11.7
5,6,216,49.9,31.9
11,5,328,22.6,10.2
10,6,371,12.3,8.0
12,0,258,20.6,11.7
4,4,122,35.6,28.4
3,0,364,54.9,21.6
14,4,127,37.5,29.6
2,0,246,50.6,29.9
17,2,147,12.3,8.0
11,0,399,48.8,16.3
17,3,356,32.8,8.0
20,1,21,36.0,34.7
5,1,43,18.6,17.3
13,0,191,21.9,14.9
14,6,280,10.9,8.0
7,2,161,39.5,28.9
20,6,329,32.0,14.5
17,2,275,21.2,8.0
8,1,173,10.6,8.0
6,3,340,19.9,8.6
0,4,70,33.7,29.8
18,2,150,17.0,8.0
21,3,190,49.1,33.6
12,2,113,49.2,39.9
23,1,160,59.8,43.9
5,2,359,42.4,17.0
0,1,371,59.4,22.7
8,3,362,33.4,8.0
15,1,372,48.8,18.5
7,0,314,43.3,20.6
4,6,131,45.7,35.7
2,4,226,29.2,18.2
17,2,400,42.4,8.5
7,3,389,26.9,9.5
9,2,23,35.9,20.7
3,3,314,28.8,13.7
6,1,342,12.1,8.0
6,4,325,50.8,23.3
21,2,127,30.6,24.1
15,3,285,24.7,13.0
1,1,271,49.7,27.3
11,2,365,14.7,8.0
13,2,167,35.8,25.8
9,3,380,17.0,8.0
0,3,97,19.7,16.5
12,4,148,27.7,20.9
7,3,318,24.1,11.3
10,5,237,54.6,19.8
3,3,322,16.7,8.0
19,3,165,40.3,17.5
11,5,311,20.7,10.0
16,1,323,48.7,22.5
7,0,332,51.6,23.0
6,3,127,29.7,23.4
6,1,144,21.3,16.2
6,4,179,10.3,8.0
5,5,285,20.1,10.6
8,6,198,48.7,19.6
16,5,325,26.1,12.0
20,1,57,50.1,45.3
14,4,199,24.2,16.2
15,4,132,57.6,44.9
17,2,360,37.3,9.0
1,1,305,50.4,24.8
3,6,386,21.1,8.0
13,1,306,51.1,25.0
0,6,245,24.6,14.6
9,1,80,44.1,22.9
6,4,362,44.4,17.6
7,4,190,28.4,19.4
15,3,195,47.0,31.7
6,5,54,44.2,40.2
16,2,112,22.5,18.3
10,6,334,11.1,8.0
11,0,89,55.4,47.2
5,3,321,47.3,22.0
4,4,355,22.4,9.1
15,2,77,58.8,51.3
7,1,188,11.4,8.0
20,5,65,48.5,43.2
19,2,46,54.2,30.0
1,6,143,21.2,16.1
16,4,75,16.7,14.6
23,0,198,26.5,17.8
3,1,342,44.2,19.0
22,2,165,27.3,19.8
9,2,92,24.8,12.6
10,0,99,37.0,18.5
19,2,95,42.7,21.6
11,1,365,28.5,11.2
9,5,34,17.4,9.8
21,2,205,34.1,22.4
1,1,286,59.4,31.1
19,1,348,39.7,10.0
19,4,397,55.9,11.3
17,5,336,24.5,8.0
23,1,94,52.4,44.2
17,1,216,57.0,21.9
18,4,359,43.9,10.6
5,2,65,50.5,45.0
4,5,203,36.7,24.3
21,4,371,44.2,16.9
22,3,125,42.2,33.4
12,5,305,25.6,12.6
11,0,239,19.9,12.0
16,0,159,14.8,10.9
20,2,23,57.9,55.7
4,0,83,55.6,47.9
2,4,191,40.0,27.3
16,4,217,24.2,15.4
20,6,178,24.4,17.2
16,5,33,31.3,29.6
23,0,345,59.6,25.3
1,1,108,32.1,26.3
18,1,158,27.4,12.1
2,0,288,29.5,15.3
18,6,388,56.4,12.0
23,4,365,26.7,10.5
17,6,352,39.0,9.7
3,4,76,39.7,34.7
10,0,326,31.1,8.5
9,4,384,11.1,8.0
2,4,348,44.6,18.7
17,5,249,21.7,8.0
2,2,297,55.6,28.1
19,4,195,19.0,8.0
6,3,171,47.5,34.0
17,2,290,21.8,8.0
13,6,290,56.5,29.2
14,2,371,45.6,17.4
19,0,269,11.4,8.0
11,1,254,53.8,31.0
1,3,295,39.4,20.0
8,1,159,56.6,25.0
12,2,231,43.9,27.0
20,2,360,27.0,10.8
11,6,95,54.8,46.1
14,2,253,57.5,33.3
7,5,196,48.1,32.4
11,5,372,51.4,19.5
18,5,138,49.0,22.6
23,2,374,26.2,9.9
7,3,266,31.3,17.4
1,3,327,58.7,26.7
10,0,84,35.0,18.1
17,1,166,40.5,17.6
12,3,357,36.7,14.9
5,1,277,36.3,19.5
16,0,41,14.7,13.7
6,5,102,13.3,11.0
12,5,193,16.7,11.3
1,4,349,48.0,20.1
12,2,343,24.2,10.4
22,0,270,59.0,32.5
13,4,394,13.6,8.0
8,2,246,30.3,10.7
4,5,51,34.7,31.8
1,5,62,32.5,29.1
6,6,41,15.7,14.6
12,3,245,47.0,27.8
15,3,78,36.7,31.9
3,5,287,47.3,24.7
7,3,329,34.3,15.5
17,4,131,50.1,23.5
1,2,319,37.4,17.5
7,1,168,13.9,10.0
17,6,135,54.7,25.4
8,6,400,46.2,9.2
9,1,322,23.3,8.0
16,4,379,56.5,20.8
10,1,237,21.2,8.0
12,5,383,29.8,10.8
23,1,297,25.2,12.7
16,4,52,57.7,52.7
10,1,134,31.6,14.7
8,2,359,20.9,8.0
13,4,305,30.5,15.0
6,6,347,15.1,8.0
7,6,184,31.7,22.0
4,2,31,57.9,54.9
7,0,29,56.5,53.8
16,0,186,16.0,11.0
10,4,196,10.3,8.0
19,4,346,53.3,13.5
1,4,377,15.6,8.0
21,2,388,50.0,17.7
1,0,162,22.0,16.1
2,4,230,21.6,13.3
12,4,152,29.9,22.3
23,4,93,14.9,12.6
7,4,98,25.5,21.3
10,1,78,33.5,17.5
7,0,107,42.9,35.2
3,4,129,44.8,35.2
17,0,87,20.7,10.6
6,4,116,58.1,46.9
3,6,201,47.2,31.4
7,6,152,15.6,11.6
7,0,240,54.3,32.6
16,5,103,13.4,11.1
19,4,109,33.2,16.3
13,2,140,31.2,23.9
6,3,215,33.9,21.8
16,5,205,23.3,15.3
13,2,33,10.9,10.3
