city,corridor,zone,hour,day_of_week,vehicle_count,historical_avg_speed_kmh,is_tech_corridor,rain_factor,target_speed_kmh,congestion_level
Bengaluru,Outer Ring Road (Marathahalli - Bellandur),BLR_EAST,10,5,104,20.0,1,1.0,6.1,SEVERE
Bengaluru,Central Silk Board Junction,BLR_SOUTH,15,3,144,18.0,1,1.0,12.7,HEAVY
Bengaluru,Whitefield ITPB Main Road,BLR_EAST,22,4,438,16.0,1,1.0,6.6,SEVERE
Bengaluru,Whitefield ITPB Main Road,BLR_EAST,8,6,192,16.0,1,1.0,4.3,SEVERE
Bengaluru,Hebbal Flyover to Airport Expressway,BLR_NORTH,21,0,545,35.0,0,0.5,4.0,SEVERE
Bengaluru,Hebbal Flyover to Airport Expressway,BLR_NORTH,4,2,567,35.0,0,0.5,5.0,SEVERE
Bengaluru,Electronic City Elevated Expressway,BLR_SOUTH,5,5,231,48.0,1,1.0,29.7,MODERATE
Bengaluru,Outer Ring Road (Marathahalli - Bellandur),BLR_EAST,2,5,340,20.0,1,0.5,5.1,SEVERE
Bengaluru,Tin Factory & K.R. Puram Junction,BLR_EAST,8,3,134,12.0,1,1.0,4.0,SEVERE
Bengaluru,Central Silk Board Junction,BLR_SOUTH,3,5,570,18.0,1,1.0,5.0,SEVERE
Bengaluru,Outer Ring Road (Marathahalli - Bellandur),BLR_EAST,1,1,339,20.0,1,1.0,10.2,HEAVY
Bengaluru,M.G. Road & Trinity Circle Corridor,BLR_CENTRAL,11,4,338,22.0,0,1.0,6.6,SEVERE
Bengaluru,Hebbal Flyover to Airport Expressway,BLR_NORTH,5,2,401,35.0,0,1.0,15.7,HEAVY
Bengaluru,Goraguntepalya Tumkur Road Junction,BLR_WEST,18,1,303,24.0,0,1.0,7.7,SEVERE
Bengaluru,M.G. Road & Trinity Circle Corridor,BLR_CENTRAL,13,2,541,22.0,0,1.0,6.8,SEVERE
Bengaluru,Electronic City Elevated Expressway,BLR_SOUTH,15,5,78,48.0,1,0.5,18.5,HEAVY
Bengaluru,Goraguntepalya Tumkur Road Junction,BLR_WEST,14,1,154,24.0,0,1.0,16.7,HEAVY
Bengaluru,Tin Factory & K.R. Puram Junction,BLR_EAST,14,0,595,12.0,1,1.0,4.0,SEVERE
Bengaluru,Outer Ring Road (Marathahalli - Bellandur),BLR_EAST,19,6,148,20.0,1,1.0,5.8,SEVERE
Bengaluru,Outer Ring Road (Marathahalli - Bellandur),BLR_EAST,15,2,174,20.0,1,1.0,13.5,HEAVY
Bengaluru,Central Silk Board Junction,BLR_SOUTH,2,1,326,18.0,1,0.5,4.7,SEVERE
Bengaluru,Tin Factory & K.R. Puram Junction,BLR_EAST,14,1,416,12.0,1,1.0,5.2,SEVERE
Bengaluru,Central Silk Board Junction,BLR_SOUTH,11,3,345,18.0,1,1.0,4.0,SEVERE
Bengaluru,Tin Factory & K.R. Puram Junction,BLR_EAST,14,2,80,12.0,1,1.0,9.2,SEVERE
Bengaluru,Outer Ring Road (Marathahalli - Bellandur),BLR_EAST,2,3,412,20.0,1,1.0,8.8,SEVERE
Bengaluru,Outer Ring Road (Marathahalli - Bellandur),BLR_EAST,7,0,579,20.0,1,1.0,5.4,SEVERE
Bengaluru,Whitefield ITPB Main Road,BLR_EAST,12,6,580,16.0,1,1.0,4.3,SEVERE
Bengaluru,M.G. Road & Trinity Circle Corridor,BLR_CENTRAL,1,2,69,22.0,0,1.0,17.2,HEAVY
Bengaluru,M.G. Road & Trinity Circle Corridor,BLR_CENTRAL,10,1,136,22.0,0,1.0,9.2,SEVERE
Bengaluru,Goraguntepalya Tumkur Road Junction,BLR_WEST,20,2,319,24.0,0,0.5,4.0,SEVERE
Bengaluru,Whitefield ITPB Main Road,BLR_EAST,0,3,294,16.0,1,1.0,8.9,SEVERE
Bengaluru,Goraguntepalya Tumkur Road Junction,BLR_WEST,18,0,409,24.0,0,1.0,6.2,SEVERE
Bengaluru,Electronic City Elevated Expressway,BLR_SOUTH,12,3,566,48.0,1,1.0,13.6,HEAVY
Bengaluru,Electronic City Elevated Expressway,BLR_SOUTH,23,0,370,48.0,1,1.0,23.0,MODERATE
Bengaluru,Tin Factory & K.R. Puram Junction,BLR_EAST,9,1,578,12.0,1,1.0,4.0,SEVERE
Bengaluru,Goraguntepalya Tumkur Road Junction,BLR_WEST,19,1,337,24.0,0,1.0,7.2,SEVERE
Bengaluru,Outer Ring Road (Marathahalli - Bellandur),BLR_EAST,14,6,516,20.0,1,1.0,6.7,SEVERE
Bengaluru,M.G. Road & Trinity Circle Corridor,BLR_CENTRAL,8,4,294,22.0,0,0.5,4.0,SEVERE
Bengaluru,Goraguntepalya Tumkur Road Junction,BLR_WEST,1,0,155,24.0,0,1.0,16.7,HEAVY
Bengaluru,Tin Factory & K.R. Puram Junction,BLR_EAST,2,4,175,12.0,1,0.5,4.0,SEVERE
Bengaluru,Central Silk Board Junction,BLR_SOUTH,18,5,236,18.0,1,1.0,4.6,SEVERE
Bengaluru,Hebbal Flyover to Airport Expressway,BLR_NORTH,16,4,267,35.0,0,0.5,10.2,HEAVY
Bengaluru,Central Silk Board Junction,BLR_SOUTH,16,4,275,18.0,1,1.0,10.3,HEAVY
Bengaluru,Central Silk Board Junction,BLR_SOUTH,11,4,150,18.0,1,1.0,5.2,SEVERE
Bengaluru,Whitefield ITPB Main Road,BLR_EAST,21,0,525,16.0,1,1.0,4.0,SEVERE
Bengaluru,Hebbal Flyover to Airport Expressway,BLR_NORTH,20,1,76,35.0,0,1.0,15.9,HEAVY
Bengaluru,Hebbal Flyover to Airport Expressway,BLR_NORTH,15,4,286,35.0,0,1.0,19.7,HEAVY
Bengaluru,Tin Factory & K.R. Puram Junction,BLR_EAST,13,0,593,12.0,1,1.0,4.0,SEVERE
Bengaluru,Whitefield ITPB Main Road,BLR_EAST,9,0,416,16.0,1,1.0,4.0,SEVERE
Bengaluru,Central Silk Board Junction,BLR_SOUTH,2,4,564,18.0,1,1.0,5.1,SEVERE
Bengaluru,Hebbal Flyover to Airport Expressway,BLR_NORTH,19,4,392,35.0,0,1.0,9.4,SEVERE
Bengaluru,Central Silk Board Junction,BLR_SOUTH,2,1,266,18.0,1,0.5,5.3,SEVERE
Bengaluru,Hebbal Flyover to Airport Expressway,BLR_NORTH,21,1,379,35.0,0,1.0,9.7,SEVERE
Bengaluru,Electronic City Elevated Expressway,BLR_SOUTH,9,6,252,48.0,1,1.0,11.8,HEAVY
Bengaluru,Whitefield ITPB Main Road,BLR_EAST,12,4,383,16.0,1,1.0,7.5,SEVERE
Bengaluru,Central Silk Board Junction,BLR_SOUTH,12,4,568,18.0,1,1.0,5.1,SEVERE
Bengaluru,Central Silk Board Junction,BLR_SOUTH,5,2,116,18.0,1,1.0,13.2,HEAVY
Bengaluru,Central Silk Board Junction,BLR_SOUTH,5,6,315,18.0,1,1.0,9.6,SEVERE
Bengaluru,Tin Factory & K.R. Puram Junction,BLR_EAST,7,1,277,12.0,1,1.0,6.9,SEVERE
Bengaluru,Tin Factory & K.R. Puram Junction,BLR_EAST,4,3,463,12.0,1,1.0,4.6,SEVERE
Bengaluru,Goraguntepalya Tumkur Road Junction,BLR_WEST,7,1,578,24.0,0,1.0,6.5,SEVERE
Bengaluru,Goraguntepalya Tumkur Road Junction,BLR_WEST,10,4,211,24.0,0,1.0,9.0,SEVERE
Bengaluru,Electronic City Elevated Expressway,BLR_SOUTH,6,5,450,48.0,1,1.0,19.2,HEAVY
Bengaluru,Outer Ring Road (Marathahalli - Bellandur),BLR_EAST,23,2,82,20.0,1,1.0,15.4,HEAVY
Bengaluru,Electronic City Elevated Expressway,BLR_SOUTH,15,5,257,48.0,1,1.0,28.5,MODERATE
Bengaluru,Tin Factory & K.R. Puram Junction,BLR_EAST,13,1,127,12.0,1,0.5,4.3,SEVERE
Bengaluru,Whitefield ITPB Main Road,BLR_EAST,9,1,406,16.0,1,1.0,4.0,SEVERE
Bengaluru,Goraguntepalya Tumkur Road Junction,BLR_WEST,18,6,97,24.0,0,1.0,10.6,HEAVY
Bengaluru,Goraguntepalya Tumkur Road Junction,BLR_WEST,18,4,517,24.0,0,1.0,4.7,SEVERE
Bengaluru,Central Silk Board Junction,BLR_SOUTH,5,3,457,18.0,1,1.0,7.1,SEVERE
Bengaluru,Goraguntepalya Tumkur Road Junction,BLR_WEST,2,3,110,24.0,0,1.0,17.8,HEAVY
Bengaluru,Tin Factory & K.R. Puram Junction,BLR_EAST,13,4,399,12.0,1,0.5,4.0,SEVERE
Bengaluru,Electronic City Elevated Expressway,BLR_SOUTH,6,0,277,48.0,1,1.0,27.5,MODERATE
Bengaluru,Hebbal Flyover to Airport Expressway,BLR_NORTH,12,1,537,35.0,0,1.0,11.0,HEAVY
Bengaluru,Whitefield ITPB Main Road,BLR_EAST,2,0,545,16.0,1,1.0,4.9,SEVERE
Bengaluru,Electronic City Elevated Expressway,BLR_SOUTH,12,2,186,48.0,1,1.0,31.9,LOW
Bengaluru,Electronic City Elevated Expressway,BLR_SOUTH,16,6,395,48.0,1,1.0,21.8,MODERATE
Bengaluru,Electronic City Elevated Expressway,BLR_SOUTH,15,4,172,48.0,1,0.5,16.3,HEAVY
Bengaluru,Whitefield ITPB Main Road,BLR_EAST,14,0,419,16.0,1,1.0,6.9,SEVERE
Bengaluru,Tin Factory & K.R. Puram Junction,BLR_EAST,21,0,524,12.0,1,1.0,4.0,SEVERE
Bengaluru,Goraguntepalya Tumkur Road Junction,BLR_WEST,6,1,222,24.0,0,0.5,7.5,SEVERE
Bengaluru,Electronic City Elevated Expressway,BLR_SOUTH,20,0,564,48.0,1,1.0,5.7,SEVERE
Bengaluru,Electronic City Elevated Expressway,BLR_SOUTH,21,0,544,48.0,1,1.0,6.0,SEVERE
Bengaluru,Outer Ring Road (Marathahalli - Bellandur),BLR_EAST,12,4,162,20.0,1,1.0,13.8,HEAVY
Bengaluru,Whitefield ITPB Main Road,BLR_EAST,4,6,274,16.0,1,0.5,4.6,SEVERE
Bengaluru,Whitefield ITPB Main Road,BLR_EAST,15,2,280,16.0,1,0.5,4.6,SEVERE
Bengaluru,Whitefield ITPB Main Road,BLR_EAST,2,1,168,16.0,1,1.0,10.9,HEAVY
Bengaluru,M.G. Road & Trinity Circle Corridor,BLR_CENTRAL,8,6,359,22.0,0,0.5,4.0,SEVERE
Bengaluru,Central Silk Board Junction,BLR_SOUTH,19,1,117,18.0,1,1.0,5.4,SEVERE
Bengaluru,Outer Ring Road (Marathahalli - Bellandur),BLR_EAST,14,1,159,20.0,1,1.0,13.8,HEAVY
Bengaluru,Goraguntepalya Tumkur Road Junction,BLR_WEST,8,3,236,24.0,0,1.0,8.7,SEVERE
Bengaluru,Outer Ring Road (Marathahalli - Bellandur),BLR_EAST,20,5,247,20.0,1,0.5,4.0,SEVERE
Bengaluru,Hebbal Flyover to Airport Expressway,BLR_NORTH,5,5,98,35.0,0,1.0,26.3,MODERATE
Bengaluru,Hebbal Flyover to Airport Expressway,BLR_NORTH,2,5,442,35.0,0,1.0,14.3,HEAVY
Bengaluru,M.G. Road & Trinity Circle Corridor,BLR_CENTRAL,20,5,495,22.0,0,0.5,4.0,SEVERE
Bengaluru,Goraguntepalya Tumkur Road Junction,BLR_WEST,5,3,143,24.0,0,1.0,17.0,HEAVY
Bengaluru,Tin Factory & K.R. Puram Junction,BLR_EAST,13,5,156,12.0,1,1.0,8.3,SEVERE
Bengaluru,Whitefield ITPB Main Road,BLR_EAST,12,0,499,16.0,1,0.5,4.0,SEVERE
Bengaluru,Central Silk Board Junction,BLR_SOUTH,17,6,300,18.0,1,1.0,4.1,SEVERE
Bengaluru,Goraguntepalya Tumkur Road Junction,BLR_WEST,17,6,408,24.0,0,1.0,6.2,SEVERE
Bengaluru,Electronic City Elevated Expressway,BLR_SOUTH,14,6,217,48.0,1,1.0,30.4,LOW
Bengaluru,Outer Ring Road (Marathahalli - Bellandur),BLR_EAST,1,4,264,20.0,1,1.0,11.7,HEAVY
Bengaluru,Hebbal Flyover to Airport Expressway,BLR_NORTH,23,4,131,35.0,0,1.0,25.2,MODERATE
Bengaluru,M.G. Road & Trinity Circle Corridor,BLR_CENTRAL,21,5,531,22.0,0,1.0,4.1,SEVERE
Bengaluru,Hebbal Flyover to Airport Expressway,BLR_NORTH,3,6,600,35.0,0,1.0,8.7,SEVERE
Bengaluru,Whitefield ITPB Main Road,BLR_EAST,3,0,291,16.0,1,1.0,8.9,SEVERE
Bengaluru,M.G. Road & Trinity Circle Corridor,BLR_CENTRAL,10,0,369,22.0,0,1.0,6.2,SEVERE
Bengaluru,Outer Ring Road (Marathahalli - Bellandur),BLR_EAST,1,4,504,20.0,1,0.5,4.0,SEVERE
Bengaluru,M.G. Road & Trinity Circle Corridor,BLR_CENTRAL,16,5,375,22.0,0,1.0,10.4,HEAVY
Bengaluru,M.G. Road & Trinity Circle Corridor,BLR_CENTRAL,6,4,61,22.0,0,0.5,8.7,SEVERE
Bengaluru,Whitefield ITPB Main Road,BLR_EAST,6,5,276,16.0,1,0.5,4.6,SEVERE
Bengaluru,Outer Ring Road (Marathahalli - Bellandur),BLR_EAST,5,2,206,20.0,1,1.0,12.9,HEAVY
Bengaluru,Electronic City Elevated Expressway,BLR_SOUTH,17,5,224,48.0,1,1.0,12.4,HEAVY
Bengaluru,Tin Factory & K.R. Puram Junction,BLR_EAST,15,1,100,12.0,1,1.0,9.0,SEVERE
Bengaluru,Whitefield ITPB Main Road,BLR_EAST,22,2,491,16.0,1,0.5,4.0,SEVERE
Bengaluru,Electronic City Elevated Expressway,BLR_SOUTH,19,2,159,48.0,1,1.0,13.7,HEAVY
Bengaluru,Whitefield ITPB Main Road,BLR_EAST,12,1,142,16.0,1,1.0,11.3,HEAVY
Bengaluru,Goraguntepalya Tumkur Road Junction,BLR_WEST,5,1,320,24.0,0,1.0,12.7,HEAVY
Bengaluru,M.G. Road & Trinity Circle Corridor,BLR_CENTRAL,1,6,350,22.0,0,1.0,11.0,HEAVY
Bengaluru,Electronic City Elevated Expressway,BLR_SOUTH,20,5,495,48.0,1,1.0,7.0,SEVERE
Bengaluru,Whitefield ITPB Main Road,BLR_EAST,21,6,91,16.0,1,1.0,5.0,SEVERE
Bengaluru,M.G. Road & Trinity Circle Corridor,BLR_CENTRAL,16,4,140,22.0,0,1.0,15.6,HEAVY
Bengaluru,Whitefield ITPB Main Road,BLR_EAST,11,2,71,16.0,1,1.0,5.1,SEVERE
Bengaluru,Goraguntepalya Tumkur Road Junction,BLR_WEST,9,0,193,24.0,0,1.0,9.3,SEVERE
Bengaluru,Central Silk Board Junction,BLR_SOUTH,4,0,254,18.0,1,0.5,5.4,SEVERE
Bengaluru,Central Silk Board Junction,BLR_SOUTH,1,4,103,18.0,1,1.0,13.4,HEAVY
Bengaluru,Tin Factory & K.R. Puram Junction,BLR_EAST,0,1,319,12.0,1,0.5,4.0,SEVERE
Bengaluru,Goraguntepalya Tumkur Road Junction,BLR_WEST,16,6,63,24.0,0,1.0,18.9,HEAVY
Bengaluru,Tin Factory & K.R. Puram Junction,BLR_EAST,8,2,401,12.0,1,0.5,4.0,SEVERE
Bengaluru,M.G. Road & Trinity Circle Corridor,BLR_CENTRAL,22,1,497,22.0,0,0.5,4.0,SEVERE
Bengaluru,Goraguntepalya Tumkur Road Junction,BLR_WEST,19,6,225,24.0,0,1.0,8.8,SEVERE
Bengaluru,Outer Ring Road (Marathahalli - Bellandur),BLR_EAST,1,1,100,20.0,1,1.0,15.0,HEAVY
Bengaluru,Electronic City Elevated Expressway,BLR_SOUTH,4,6,233,48.0,1,1.0,29.6,MODERATE
Bengaluru,Outer Ring Road (Marathahalli - Bellandur),BLR_EAST,20,4,321,20.0,1,1.0,4.4,SEVERE
Bengaluru,Hebbal Flyover to Airport Expressway,BLR_NORTH,19,4,365,35.0,0,1.0,10.0,HEAVY
Bengaluru,Tin Factory & K.R. Puram Junction,BLR_EAST,22,1,588,12.0,1,0.5,4.0,SEVERE
Bengaluru,Electronic City Elevated Expressway,BLR_SOUTH,3,1,167,48.0,1,1.0,32.8,LOW
Bengaluru,Outer Ring Road (Marathahalli - Bellandur),BLR_EAST,21,3,247,20.0,1,1.0,5.0,SEVERE
Bengaluru,Hebbal Flyover to Airport Expressway,BLR_NORTH,6,0,203,35.0,0,1.0,22.6,MODERATE
Bengaluru,Central Silk Board Junction,BLR_SOUTH,0,6,316,18.0,1,1.0,9.6,SEVERE
Bengaluru,M.G. Road & Trinity Circle Corridor,BLR_CENTRAL,0,3,241,22.0,0,1.0,13.4,HEAVY
Bengaluru,Outer Ring Road (Marathahalli - Bellandur),BLR_EAST,4,0,512,20.0,1,0.5,4.0,SEVERE
Bengaluru,Electronic City Elevated Expressway,BLR_SOUTH,7,4,160,48.0,1,0.5,16.6,HEAVY
Bengaluru,Outer Ring Road (Marathahalli - Bellandur),BLR_EAST,3,1,276,20.0,1,1.0,11.5,HEAVY
Bengaluru,Electronic City Elevated Expressway,BLR_SOUTH,13,5,443,48.0,1,1.0,19.5,HEAVY
Bengaluru,Goraguntepalya Tumkur Road Junction,BLR_WEST,15,3,201,24.0,0,1.0,15.6,HEAVY
Bengaluru,Goraguntepalya Tumkur Road Junction,BLR_WEST,5,6,456,24.0,0,1.0,9.5,SEVERE
Bengaluru,Whitefield ITPB Main Road,BLR_EAST,13,0,397,16.0,1,1.0,7.2,SEVERE
Bengaluru,Whitefield ITPB Main Road,BLR_EAST,0,3,442,16.0,1,0.5,4.0,SEVERE
Bengaluru,Outer Ring Road (Marathahalli - Bellandur),BLR_EAST,22,6,336,20.0,1,0.5,5.1,SEVERE
Bengaluru,Goraguntepalya Tumkur Road Junction,BLR_WEST,8,1,399,24.0,0,1.0,6.4,SEVERE
Bengaluru,Hebbal Flyover to Airport Expressway,BLR_NORTH,5,5,432,35.0,0,0.5,7.3,SEVERE
Bengaluru,Tin Factory & K.R. Puram Junction,BLR_EAST,8,6,389,12.0,1,1.0,4.0,SEVERE
Bengaluru,Tin Factory & K.R. Puram Junction,BLR_EAST,20,6,553,12.0,1,1.0,4.0,SEVERE
Bengaluru,Whitefield ITPB Main Road,BLR_EAST,6,2,232,16.0,1,1.0,9.9,SEVERE
Bengaluru,Central Silk Board Junction,BLR_SOUTH,7,0,306,18.0,1,1.0,9.8,SEVERE
Bengaluru,M.G. Road & Trinity Circle Corridor,BLR_CENTRAL,0,1,164,22.0,0,1.0,15.1,HEAVY
Bengaluru,Electronic City Elevated Expressway,BLR_SOUTH,6,3,316,48.0,1,1.0,25.6,MODERATE
Bengaluru,Tin Factory & K.R. Puram Junction,BLR_EAST,11,3,494,12.0,1,1.0,4.0,SEVERE
Bengaluru,Central Silk Board Junction,BLR_SOUTH,5,5,499,18.0,1,1.0,6.3,SEVERE
Bengaluru,Tin Factory & K.R. Puram Junction,BLR_EAST,18,3,239,12.0,1,1.0,4.0,SEVERE
Bengaluru,Central Silk Board Junction,BLR_SOUTH,13,2,465,18.0,1,0.5,4.0,SEVERE
Bengaluru,Central Silk Board Junction,BLR_SOUTH,13,4,360,18.0,1,0.5,4.4,SEVERE
Bengaluru,Hebbal Flyover to Airport Expressway,BLR_NORTH,9,6,230,35.0,0,1.0,12.8,HEAVY
Bengaluru,Whitefield ITPB Main Road,BLR_EAST,10,5,514,16.0,1,1.0,4.0,SEVERE
Bengaluru,Goraguntepalya Tumkur Road Junction,BLR_WEST,2,3,99,24.0,0,1.0,18.0,HEAVY
Bengaluru,Whitefield ITPB Main Road,BLR_EAST,11,6,184,16.0,1,0.5,4.0,SEVERE
Bengaluru,Whitefield ITPB Main Road,BLR_EAST,17,1,87,16.0,1,1.0,5.0,SEVERE
Bengaluru,Whitefield ITPB Main Road,BLR_EAST,1,1,264,16.0,1,1.0,9.4,SEVERE
Bengaluru,Hebbal Flyover to Airport Expressway,BLR_NORTH,19,5,464,35.0,0,1.0,7.9,SEVERE
Bengaluru,Whitefield ITPB Main Road,BLR_EAST,18,3,327,16.0,1,1.0,4.0,SEVERE
Bengaluru,Electronic City Elevated Expressway,BLR_SOUTH,11,0,242,48.0,1,1.0,12.0,HEAVY
Bengaluru,Tin Factory & K.R. Puram Junction,BLR_EAST,9,2,485,12.0,1,1.0,4.0,SEVERE
Bengaluru,Whitefield ITPB Main Road,BLR_EAST,15,1,211,16.0,1,1.0,10.2,HEAVY
Bengaluru,Goraguntepalya Tumkur Road Junction,BLR_WEST,11,2,138,24.0,0,1.0,10.1,HEAVY
Bengaluru,M.G. Road & Trinity Circle Corridor,BLR_CENTRAL,16,2,255,22.0,0,1.0,13.1,HEAVY
Bengaluru,Tin Factory & K.R. Puram Junction,BLR_EAST,18,4,370,12.0,1,0.5,4.0,SEVERE
Bengaluru,Outer Ring Road (Marathahalli - Bellandur),BLR_EAST,19,3,326,20.0,1,1.0,4.3,SEVERE
Bengaluru,Outer Ring Road (Marathahalli - Bellandur),BLR_EAST,8,5,414,20.0,1,1.0,4.0,SEVERE
Bengaluru,Outer Ring Road (Marathahalli - Bellandur),BLR_EAST,10,4,396,20.0,1,0.5,4.0,SEVERE
Bengaluru,Outer Ring Road (Marathahalli - Bellandur),BLR_EAST,11,6,385,20.0,1,1.0,4.0,SEVERE
Bengaluru,Hebbal Flyover to Airport Expressway,BLR_NORTH,14,5,536,35.0,0,1.0,11.0,HEAVY
Bengaluru,Central Silk Board Junction,BLR_SOUTH,11,6,79,18.0,1,1.0,5.7,SEVERE
Bengaluru,Hebbal Flyover to Airport Expressway,BLR_NORTH,19,6,540,35.0,0,1.0,6.4,SEVERE
Bengaluru,M.G. Road & Trinity Circle Corridor,BLR_CENTRAL,4,6,198,22.0,0,1.0,14.3,HEAVY
Bengaluru,Goraguntepalya Tumkur Road Junction,BLR_WEST,8,3,507,24.0,0,1.0,4.8,SEVERE
Bengaluru,Hebbal Flyover to Airport Expressway,BLR_NORTH,21,4,595,35.0,0,1.0,5.3,SEVERE
Bengaluru,Hebbal Flyover to Airport Expressway,BLR_NORTH,20,3,298,35.0,0,1.0,11.4,HEAVY
Bengaluru,Goraguntepalya Tumkur Road Junction,BLR_WEST,6,6,179,24.0,0,0.5,8.1,SEVERE
Bengaluru,Goraguntepalya Tumkur Road Junction,BLR_WEST,11,2,141,24.0,0,1.0,10.0,HEAVY
Bengaluru,Hebbal Flyover to Airport Expressway,BLR_NORTH,14,6,581,35.0,0,1.0,9.4,SEVERE
Bengaluru,Tin Factory & K.R. Puram Junction,BLR_EAST,23,0,389,12.0,1,1.0,5.5,SEVERE
Bengaluru,Goraguntepalya Tumkur Road Junction,BLR_WEST,11,3,463,24.0,0,1.0,5.5,SEVERE
Bengaluru,Central Silk Board Junction,BLR_SOUTH,18,3,212,18.0,1,1.0,4.7,SEVERE
Bengaluru,Electronic City Elevated Expressway,BLR_SOUTH,5,0,240,48.0,1,1.0,29.3,MODERATE
Bengaluru,Central Silk Board Junction,BLR_SOUTH,4,6,337,18.0,1,0.5,4.6,SEVERE
Bengaluru,Outer Ring Road (Marathahalli - Bellandur),BLR_EAST,14,2,271,20.0,1,1.0,11.6,HEAVY
Bengaluru,Tin Factory & K.R. Puram Junction,BLR_EAST,15,3,285,12.0,1,0.5,4.0,SEVERE
Bengaluru,M.G. Road & Trinity Circle Corridor,BLR_CENTRAL,19,0,385,22.0,0,1.0,6.0,SEVERE
Bengaluru,Goraguntepalya Tumkur Road Junction,BLR_WEST,4,4,563,24.0,0,0.5,4.0,SEVERE
Bengaluru,Central Silk Board Junction,BLR_SOUTH,3,3,90,18.0,1,1.0,13.7,HEAVY
Bengaluru,Whitefield ITPB Main Road,BLR_EAST,6,1,445,16.0,1,0.5,4.0,SEVERE
Bengaluru,Goraguntepalya Tumkur Road Junction,BLR_WEST,0,6,376,24.0,0,0.5,5.7,SEVERE
Bengaluru,Central Silk Board Junction,BLR_SOUTH,11,1,239,18.0,1,1.0,4.5,SEVERE
Bengaluru,Tin Factory & K.R. Puram Junction,BLR_EAST,6,2,477,12.0,1,1.0,4.5,SEVERE
Bengaluru,Electronic City Elevated Expressway,BLR_SOUTH,22,6,360,48.0,1,1.0,23.5,MODERATE
Bengaluru,Outer Ring Road (Marathahalli - Bellandur),BLR_EAST,4,5,325,20.0,1,1.0,10.5,HEAVY
Bengaluru,Tin Factory & K.R. Puram Junction,BLR_EAST,20,2,354,12.0,1,0.5,4.0,SEVERE
Bengaluru,Outer Ring Road (Marathahalli - Bellandur),BLR_EAST,13,4,276,20.0,1,1.0,11.5,HEAVY
Bengaluru,M.G. Road & Trinity Circle Corridor,BLR_CENTRAL,5,1,241,22.0,0,0.5,6.7,SEVERE
Bengaluru,Tin Factory & K.R. Puram Junction,BLR_EAST,6,4,360,12.0,1,0.5,4.0,SEVERE
Bengaluru,M.G. Road & Trinity Circle Corridor,BLR_CENTRAL,21,2,227,22.0,0,1.0,8.1,SEVERE
Bengaluru,Electronic City Elevated Expressway,BLR_SOUTH,5,2,85,48.0,1,1.0,36.7,LOW
Bengaluru,Whitefield ITPB Main Road,BLR_EAST,6,0,474,16.0,1,1.0,6.0,SEVERE
Bengaluru,Outer Ring Road (Marathahalli - Bellandur),BLR_EAST,11,1,352,20.0,1,1.0,4.1,SEVERE
Bengaluru,Electronic City Elevated Expressway,BLR_SOUTH,0,6,225,48.0,1,1.0,30.0,LOW
Bengaluru,M.G. Road & Trinity Circle Corridor,BLR_CENTRAL,15,2,70,22.0,0,1.0,17.2,HEAVY
Bengaluru,Goraguntepalya Tumkur Road Junction,BLR_WEST,4,3,155,24.0,0,1.0,16.7,HEAVY
Bengaluru,Central Silk Board Junction,BLR_SOUTH,1,4,391,18.0,1,1.0,8.3,SEVERE
Bengaluru,Goraguntepalya Tumkur Road Junction,BLR_WEST,18,1,500,24.0,0,1.0,4.9,SEVERE
Bengaluru,Tin Factory & K.R. Puram Junction,BLR_EAST,10,0,175,12.0,1,1.0,4.0,SEVERE
Bengaluru,Tin Factory & K.R. Puram Junction,BLR_EAST,19,6,429,12.0,1,1.0,4.0,SEVERE
Bengaluru,M.G. Road & Trinity Circle Corridor,BLR_CENTRAL,16,1,323,22.0,0,1.0,11.6,HEAVY
Bengaluru,Goraguntepalya Tumkur Road Junction,BLR_WEST,15,1,292,24.0,0,1.0,13.4,HEAVY
Bengaluru,Electronic City Elevated Expressway,BLR_SOUTH,1,3,220,48.0,1,1.0,30.2,LOW
Bengaluru,Electronic City Elevated Expressway,BLR_SOUTH,6,2,226,48.0,1,1.0,30.0,LOW
Bengaluru,Outer Ring Road (Marathahalli - Bellandur),BLR_EAST,17,6,131,20.0,1,1.0,5.9,SEVERE
Bengaluru,Outer Ring Road (Marathahalli - Bellandur),BLR_EAST,6,6,114,20.0,1,0.5,7.4,SEVERE
Bengaluru,Outer Ring Road (Marathahalli - Bellandur),BLR_EAST,4,0,490,20.0,1,1.0,7.2,SEVERE
Bengaluru,M.G. Road & Trinity Circle Corridor,BLR_CENTRAL,21,6,234,22.0,0,1.0,8.0,SEVERE
Bengaluru,Central Silk Board Junction,BLR_SOUTH,14,1,535,18.0,1,1.0,5.7,SEVERE
Bengaluru,Goraguntepalya Tumkur Road Junction,BLR_WEST,13,6,590,24.0,0,0.5,4.0,SEVERE
Bengaluru,Whitefield ITPB Main Road,BLR_EAST,1,4,316,16.0,1,1.0,8.5,SEVERE
Bengaluru,Electronic City Elevated Expressway,BLR_SOUTH,22,3,96,48.0,1,1.0,36.2,LOW
Bengaluru,M.G. Road & Trinity Circle Corridor,BLR_CENTRAL,5,2,390,22.0,0,1.0,10.1,HEAVY
Bengaluru,Outer Ring Road (Marathahalli - Bellandur),BLR_EAST,18,3,246,20.0,1,0.5,4.0,SEVERE
Bengaluru,Tin Factory & K.R. Puram Junction,BLR_EAST,10,4,181,12.0,1,1.0,4.0,SEVERE
