city,corridor,zone,hour,day_of_week,vehicle_count,historical_avg_speed_kmh,target_speed_kmh,congestion_level
Delhi NCR,AIIMS Ring Road Flyover,DELHI_SOUTH,3,6,467,22.0,7.8,SEVERE
Delhi NCR,AIIMS Ring Road Flyover,DELHI_SOUTH,13,5,155,22.0,15.1,HEAVY
Delhi NCR,Connaught Place Outer Circle,DELHI_CENTRAL,10,5,133,25.0,8.3,SEVERE
Delhi NCR,AIIMS Ring Road Flyover,DELHI_SOUTH,8,3,423,22.0,8.8,SEVERE
Delhi NCR,Gurgaon Expressway (Sirhaul Border),DELHI_GURGAON,16,0,384,35.0,15.5,HEAVY
Delhi NCR,ITO Junction & Vikas Marg,DELHI_CENTRAL,0,0,351,18.0,8.6,SEVERE
Delhi NCR,DND Flyway (Delhi-Noida Link),DELHI_EAST,16,5,111,45.0,32.9,LOW
Delhi NCR,Peeragarhi Outer Ring Road,DELHI_WEST,19,2,490,20.0,5.0,SEVERE
Delhi NCR,Gurgaon Expressway (Sirhaul Border),DELHI_GURGAON,1,4,80,35.0,26.8,MODERATE
Delhi NCR,Connaught Place Outer Circle,DELHI_CENTRAL,17,2,359,25.0,5.5,SEVERE
Delhi NCR,Ashram Chowk & Mathura Road,DELHI_SOUTH,18,0,506,14.0,5.0,SEVERE
Delhi NCR,Laxmi Nagar Vikas Marg,DELHI_EAST,14,4,178,16.0,10.6,SEVERE
Delhi NCR,DND Flyway (Delhi-Noida Link),DELHI_EAST,13,2,265,45.0,25.6,MODERATE
Delhi NCR,Ashram Chowk & Mathura Road,DELHI_SOUTH,7,1,238,14.0,8.4,SEVERE
Delhi NCR,Connaught Place Outer Circle,DELHI_CENTRAL,2,4,83,25.0,19.0,HEAVY
Delhi NCR,DND Flyway (Delhi-Noida Link),DELHI_EAST,19,2,225,45.0,12.9,HEAVY
Delhi NCR,AIIMS Ring Road Flyover,DELHI_SOUTH,16,6,283,22.0,12.1,HEAVY
Delhi NCR,ITO Junction & Vikas Marg,DELHI_CENTRAL,4,1,474,18.0,6.2,SEVERE
Delhi NCR,Ashram Chowk & Mathura Road,DELHI_SOUTH,8,2,349,14.0,6.7,SEVERE
Delhi NCR,Peeragarhi Outer Ring Road,DELHI_WEST,12,0,325,20.0,10.1,SEVERE
Delhi NCR,Ashram Chowk & Mathura Road,DELHI_SOUTH,11,4,373,14.0,5.0,SEVERE
Delhi NCR,Laxmi Nagar Vikas Marg,DELHI_EAST,3,6,249,16.0,9.4,SEVERE
Delhi NCR,Ashram Chowk & Mathura Road,DELHI_SOUTH,12,3,346,14.0,6.8,SEVERE
Delhi NCR,Ashram Chowk & Mathura Road,DELHI_SOUTH,9,4,309,14.0,5.0,SEVERE
Delhi NCR,Ashram Chowk & Mathura Road,DELHI_SOUTH,3,6,130,14.0,10.0,SEVERE
Delhi NCR,DND Flyway (Delhi-Noida Link),DELHI_EAST,8,3,259,45.0,25.9,MODERATE
Delhi NCR,AIIMS Ring Road Flyover,DELHI_SOUTH,5,0,171,22.0,14.7,HEAVY
Delhi NCR,Connaught Place Outer Circle,DELHI_CENTRAL,13,1,99,25.0,18.6,HEAVY
Delhi NCR,Laxmi Nagar Vikas Marg,DELHI_EAST,7,2,276,16.0,8.9,SEVERE
Delhi NCR,DND Flyway (Delhi-Noida Link),DELHI_EAST,23,1,179,45.0,29.7,MODERATE
Delhi NCR,Laxmi Nagar Vikas Marg,DELHI_EAST,19,5,367,16.0,5.0,SEVERE
Delhi NCR,Laxmi Nagar Vikas Marg,DELHI_EAST,9,0,254,16.0,5.0,SEVERE
Delhi NCR,Connaught Place Outer Circle,DELHI_CENTRAL,9,2,104,25.0,8.7,SEVERE
Delhi NCR,Ashram Chowk & Mathura Road,DELHI_SOUTH,23,2,315,14.0,7.2,SEVERE
Delhi NCR,ITO Junction & Vikas Marg,DELHI_CENTRAL,8,4,155,18.0,12.3,HEAVY
Delhi NCR,Ashram Chowk & Mathura Road,DELHI_SOUTH,13,0,354,14.0,6.6,SEVERE
Delhi NCR,Ashram Chowk & Mathura Road,DELHI_SOUTH,0,3,141,14.0,9.8,SEVERE
Delhi NCR,Peeragarhi Outer Ring Road,DELHI_WEST,18,1,148,20.0,6.5,SEVERE
Delhi NCR,DND Flyway (Delhi-Noida Link),DELHI_EAST,13,6,284,45.0,24.7,MODERATE
Delhi NCR,AIIMS Ring Road Flyover,DELHI_SOUTH,19,3,215,22.0,6.4,SEVERE
Delhi NCR,Laxmi Nagar Vikas Marg,DELHI_EAST,20,4,445,16.0,5.0,SEVERE
Delhi NCR,Gurgaon Expressway (Sirhaul Border),DELHI_GURGAON,18,3,459,35.0,6.0,SEVERE
Delhi NCR,Laxmi Nagar Vikas Marg,DELHI_EAST,17,2,227,16.0,5.0,SEVERE
Delhi NCR,Ashram Chowk & Mathura Road,DELHI_SOUTH,17,6,262,14.0,5.0,SEVERE
Delhi NCR,Connaught Place Outer Circle,DELHI_CENTRAL,13,1,504,25.0,7.9,SEVERE
Delhi NCR,Peeragarhi Outer Ring Road,DELHI_WEST,13,1,128,20.0,14.3,HEAVY
Delhi NCR,Gurgaon Expressway (Sirhaul Border),DELHI_GURGAON,21,2,215,35.0,10.2,SEVERE
Delhi NCR,AIIMS Ring Road Flyover,DELHI_SOUTH,1,1,261,22.0,12.6,HEAVY
Delhi NCR,Laxmi Nagar Vikas Marg,DELHI_EAST,6,2,394,16.0,6.9,SEVERE
Delhi NCR,AIIMS Ring Road Flyover,DELHI_SOUTH,11,1,200,22.0,6.6,SEVERE
Delhi NCR,ITO Junction & Vikas Marg,DELHI_CENTRAL,7,6,205,18.0,11.4,SEVERE
Delhi NCR,Peeragarhi Outer Ring Road,DELHI_WEST,8,5,95,20.0,15.0,HEAVY
Delhi NCR,DND Flyway (Delhi-Noida Link),DELHI_EAST,7,6,139,45.0,31.6,MODERATE
Delhi NCR,Laxmi Nagar Vikas Marg,DELHI_EAST,5,3,121,16.0,11.5,SEVERE
Delhi NCR,DND Flyway (Delhi-Noida Link),DELHI_EAST,18,3,196,45.0,13.6,HEAVY
Delhi NCR,ITO Junction & Vikas Marg,DELHI_CENTRAL,14,5,192,18.0,11.6,SEVERE
Delhi NCR,AIIMS Ring Road Flyover,DELHI_SOUTH,13,2,188,22.0,14.3,HEAVY
Delhi NCR,AIIMS Ring Road Flyover,DELHI_SOUTH,17,0,287,22.0,5.6,SEVERE
Delhi NCR,Ashram Chowk & Mathura Road,DELHI_SOUTH,1,6,306,14.0,7.3,SEVERE
Delhi NCR,ITO Junction & Vikas Marg,DELHI_CENTRAL,16,1,246,18.0,10.6,SEVERE
Delhi NCR,DND Flyway (Delhi-Noida Link),DELHI_EAST,6,2,451,45.0,16.7,HEAVY
Delhi NCR,DND Flyway (Delhi-Noida Link),DELHI_EAST,5,6,405,45.0,18.9,HEAVY
Delhi NCR,Connaught Place Outer Circle,DELHI_CENTRAL,13,2,515,25.0,7.6,SEVERE
Delhi NCR,Ashram Chowk & Mathura Road,DELHI_SOUTH,11,2,186,14.0,5.0,SEVERE
Delhi NCR,AIIMS Ring Road Flyover,DELHI_SOUTH,17,6,311,22.0,5.4,SEVERE
Delhi NCR,AIIMS Ring Road Flyover,DELHI_SOUTH,17,2,485,22.0,5.0,SEVERE
Delhi NCR,Laxmi Nagar Vikas Marg,DELHI_EAST,15,3,492,16.0,5.2,SEVERE
Delhi NCR,Connaught Place Outer Circle,DELHI_CENTRAL,8,0,504,25.0,7.9,SEVERE
Delhi NCR,Connaught Place Outer Circle,DELHI_CENTRAL,19,2,198,25.0,7.5,SEVERE
Delhi NCR,Peeragarhi Outer Ring Road,DELHI_WEST,18,1,389,20.0,5.0,SEVERE
Delhi NCR,ITO Junction & Vikas Marg,DELHI_CENTRAL,23,4,325,18.0,9.1,SEVERE
Delhi NCR,ITO Junction & Vikas Marg,DELHI_CENTRAL,1,3,98,18.0,13.4,HEAVY
Delhi NCR,Ashram Chowk & Mathura Road,DELHI_SOUTH,9,2,349,14.0,5.0,SEVERE
Delhi NCR,AIIMS Ring Road Flyover,DELHI_SOUTH,23,1,340,22.0,10.8,SEVERE
Delhi NCR,Peeragarhi Outer Ring Road,DELHI_WEST,9,6,168,20.0,6.3,SEVERE
Delhi NCR,Peeragarhi Outer Ring Road,DELHI_WEST,23,6,345,20.0,9.7,SEVERE
Delhi NCR,Connaught Place Outer Circle,DELHI_CENTRAL,1,2,328,25.0,12.5,HEAVY
Delhi NCR,ITO Junction & Vikas Marg,DELHI_CENTRAL,4,1,197,18.0,11.5,SEVERE
Delhi NCR,DND Flyway (Delhi-Noida Link),DELHI_EAST,4,4,410,45.0,18.6,HEAVY
Delhi NCR,AIIMS Ring Road Flyover,DELHI_SOUTH,8,2,281,22.0,12.1,HEAVY
Delhi NCR,DND Flyway (Delhi-Noida Link),DELHI_EAST,10,2,145,45.0,14.7,HEAVY
Delhi NCR,Peeragarhi Outer Ring Road,DELHI_WEST,16,2,257,20.0,11.5,SEVERE
Delhi NCR,AIIMS Ring Road Flyover,DELHI_SOUTH,20,0,512,22.0,5.0,SEVERE
Delhi NCR,ITO Junction & Vikas Marg,DELHI_CENTRAL,15,0,108,18.0,13.2,HEAVY
Delhi NCR,AIIMS Ring Road Flyover,DELHI_SOUTH,6,5,302,22.0,11.6,SEVERE
Delhi NCR,Laxmi Nagar Vikas Marg,DELHI_EAST,17,0,117,16.0,5.5,SEVERE
Delhi NCR,Gurgaon Expressway (Sirhaul Border),DELHI_GURGAON,13,1,262,35.0,20.0,HEAVY
Delhi NCR,Connaught Place Outer Circle,DELHI_CENTRAL,1,5,291,25.0,13.5,HEAVY
Delhi NCR,ITO Junction & Vikas Marg,DELHI_CENTRAL,5,1,321,18.0,9.2,SEVERE
Delhi NCR,ITO Junction & Vikas Marg,DELHI_CENTRAL,10,2,275,18.0,5.0,SEVERE
Delhi NCR,Peeragarhi Outer Ring Road,DELHI_WEST,9,6,127,20.0,6.7,SEVERE
Delhi NCR,Peeragarhi Outer Ring Road,DELHI_WEST,23,1,122,20.0,14.4,HEAVY
Delhi NCR,Peeragarhi Outer Ring Road,DELHI_WEST,20,6,99,20.0,7.0,SEVERE
Delhi NCR,Laxmi Nagar Vikas Marg,DELHI_EAST,23,0,328,16.0,8.0,SEVERE
Delhi NCR,AIIMS Ring Road Flyover,DELHI_SOUTH,10,5,341,22.0,5.0,SEVERE
Delhi NCR,Laxmi Nagar Vikas Marg,DELHI_EAST,9,1,418,16.0,5.0,SEVERE
Delhi NCR,Gurgaon Expressway (Sirhaul Border),DELHI_GURGAON,11,6,514,35.0,5.0,SEVERE
Delhi NCR,Laxmi Nagar Vikas Marg,DELHI_EAST,8,2,469,16.0,5.6,SEVERE
Delhi NCR,Connaught Place Outer Circle,DELHI_CENTRAL,21,2,125,25.0,8.4,SEVERE
Delhi NCR,DND Flyway (Delhi-Noida Link),DELHI_EAST,15,4,510,45.0,13.9,HEAVY
Delhi NCR,Ashram Chowk & Mathura Road,DELHI_SOUTH,18,3,254,14.0,5.0,SEVERE
Delhi NCR,Peeragarhi Outer Ring Road,DELHI_WEST,14,0,507,20.0,6.2,SEVERE
Delhi NCR,Ashram Chowk & Mathura Road,DELHI_SOUTH,21,2,355,14.0,5.0,SEVERE
Delhi NCR,Ashram Chowk & Mathura Road,DELHI_SOUTH,15,0,460,14.0,5.1,SEVERE
Delhi NCR,AIIMS Ring Road Flyover,DELHI_SOUTH,3,0,231,22.0,13.3,HEAVY
Delhi NCR,Peeragarhi Outer Ring Road,DELHI_WEST,11,0,120,20.0,6.8,SEVERE
Delhi NCR,Ashram Chowk & Mathura Road,DELHI_SOUTH,8,1,390,14.0,6.1,SEVERE
Delhi NCR,AIIMS Ring Road Flyover,DELHI_SOUTH,21,1,212,22.0,6.5,SEVERE
Delhi NCR,DND Flyway (Delhi-Noida Link),DELHI_EAST,6,4,313,45.0,23.3,MODERATE
Delhi NCR,Connaught Place Outer Circle,DELHI_CENTRAL,8,0,465,25.0,8.9,SEVERE
Delhi NCR,DND Flyway (Delhi-Noida Link),DELHI_EAST,1,1,88,45.0,34.0,LOW
Delhi NCR,ITO Junction & Vikas Marg,DELHI_CENTRAL,0,1,158,18.0,12.3,HEAVY
Delhi NCR,Gurgaon Expressway (Sirhaul Border),DELHI_GURGAON,0,3,372,35.0,15.9,HEAVY
Delhi NCR,Laxmi Nagar Vikas Marg,DELHI_EAST,12,0,475,16.0,5.5,SEVERE
Delhi NCR,Connaught Place Outer Circle,DELHI_CENTRAL,1,4,297,25.0,13.4,HEAVY
Delhi NCR,Connaught Place Outer Circle,DELHI_CENTRAL,16,4,400,25.0,10.6,SEVERE
Delhi NCR,Laxmi Nagar Vikas Marg,DELHI_EAST,5,1,172,16.0,10.7,SEVERE
Delhi NCR,ITO Junction & Vikas Marg,DELHI_CENTRAL,11,1,372,18.0,5.0,SEVERE
Delhi NCR,Laxmi Nagar Vikas Marg,DELHI_EAST,11,5,520,16.0,5.0,SEVERE
Delhi NCR,Laxmi Nagar Vikas Marg,DELHI_EAST,4,1,310,16.0,8.3,SEVERE
Delhi NCR,AIIMS Ring Road Flyover,DELHI_SOUTH,23,0,349,22.0,10.5,SEVERE
Delhi NCR,Laxmi Nagar Vikas Marg,DELHI_EAST,14,2,206,16.0,10.1,SEVERE
Delhi NCR,Laxmi Nagar Vikas Marg,DELHI_EAST,7,3,393,16.0,6.9,SEVERE
Delhi NCR,AIIMS Ring Road Flyover,DELHI_SOUTH,18,3,449,22.0,5.0,SEVERE
Delhi NCR,Ashram Chowk & Mathura Road,DELHI_SOUTH,21,4,223,14.0,5.0,SEVERE
Delhi NCR,Peeragarhi Outer Ring Road,DELHI_WEST,13,1,412,20.0,8.2,SEVERE
Delhi NCR,Gurgaon Expressway (Sirhaul Border),DELHI_GURGAON,22,2,476,35.0,12.0,HEAVY
Delhi NCR,Laxmi Nagar Vikas Marg,DELHI_EAST,13,5,339,16.0,7.8,SEVERE
Delhi NCR,Ashram Chowk & Mathura Road,DELHI_SOUTH,12,4,236,14.0,8.4,SEVERE
Delhi NCR,Ashram Chowk & Mathura Road,DELHI_SOUTH,1,1,514,14.0,5.0,SEVERE
Delhi NCR,Peeragarhi Outer Ring Road,DELHI_WEST,7,3,282,20.0,11.0,SEVERE
Delhi NCR,Laxmi Nagar Vikas Marg,DELHI_EAST,2,1,258,16.0,9.2,SEVERE
Delhi NCR,AIIMS Ring Road Flyover,DELHI_SOUTH,15,1,364,22.0,10.2,SEVERE
Delhi NCR,Ashram Chowk & Mathura Road,DELHI_SOUTH,17,0,163,14.0,5.0,SEVERE
Delhi NCR,Laxmi Nagar Vikas Marg,DELHI_EAST,18,1,237,16.0,5.0,SEVERE
Delhi NCR,Peeragarhi Outer Ring Road,DELHI_WEST,19,0,105,20.0,7.0,SEVERE
Delhi NCR,Gurgaon Expressway (Sirhaul Border),DELHI_GURGAON,14,1,408,35.0,14.6,HEAVY
Delhi NCR,Gurgaon Expressway (Sirhaul Border),DELHI_GURGAON,22,3,144,35.0,24.4,MODERATE
Delhi NCR,Laxmi Nagar Vikas Marg,DELHI_EAST,13,4,435,16.0,6.2,SEVERE
Delhi NCR,ITO Junction & Vikas Marg,DELHI_CENTRAL,23,3,165,18.0,12.1,HEAVY
Delhi NCR,Laxmi Nagar Vikas Marg,DELHI_EAST,21,0,460,16.0,5.0,SEVERE
Delhi NCR,Peeragarhi Outer Ring Road,DELHI_WEST,14,2,231,20.0,12.1,HEAVY
Delhi NCR,AIIMS Ring Road Flyover,DELHI_SOUTH,18,3,244,22.0,6.1,SEVERE
Delhi NCR,ITO Junction & Vikas Marg,DELHI_CENTRAL,20,6,209,18.0,5.3,SEVERE
Delhi NCR,DND Flyway (Delhi-Noida Link),DELHI_EAST,15,3,118,45.0,32.6,LOW
Delhi NCR,DND Flyway (Delhi-Noida Link),DELHI_EAST,11,1,518,45.0,6.3,SEVERE
Delhi NCR,DND Flyway (Delhi-Noida Link),DELHI_EAST,13,1,516,45.0,13.6,HEAVY
Delhi NCR,DND Flyway (Delhi-Noida Link),DELHI_EAST,5,4,396,45.0,19.3,HEAVY
Delhi NCR,Connaught Place Outer Circle,DELHI_CENTRAL,21,5,334,25.0,5.8,SEVERE
Delhi NCR,Ashram Chowk & Mathura Road,DELHI_SOUTH,13,5,274,14.0,7.8,SEVERE
Delhi NCR,Connaught Place Outer Circle,DELHI_CENTRAL,11,2,256,25.0,6.8,SEVERE
Delhi NCR,Ashram Chowk & Mathura Road,DELHI_SOUTH,23,6,402,14.0,5.9,SEVERE
Delhi NCR,Ashram Chowk & Mathura Road,DELHI_SOUTH,10,2,250,14.0,5.0,SEVERE
Delhi NCR,AIIMS Ring Road Flyover,DELHI_SOUTH,12,4,484,22.0,7.4,SEVERE
Delhi NCR,Connaught Place Outer Circle,DELHI_CENTRAL,17,6,103,25.0,8.7,SEVERE
Delhi NCR,Connaught Place Outer Circle,DELHI_CENTRAL,7,5,362,25.0,11.6,SEVERE
Delhi NCR,ITO Junction & Vikas Marg,DELHI_CENTRAL,12,0,213,18.0,11.2,SEVERE
Delhi NCR,Peeragarhi Outer Ring Road,DELHI_WEST,2,6,273,20.0,11.2,SEVERE
Delhi NCR,ITO Junction & Vikas Marg,DELHI_CENTRAL,22,6,259,18.0,10.3,SEVERE
Delhi NCR,ITO Junction & Vikas Marg,DELHI_CENTRAL,19,1,164,18.0,5.7,SEVERE
Delhi NCR,Laxmi Nagar Vikas Marg,DELHI_EAST,2,4,195,16.0,10.3,SEVERE
Delhi NCR,Ashram Chowk & Mathura Road,DELHI_SOUTH,15,4,407,14.0,5.8,SEVERE
Delhi NCR,AIIMS Ring Road Flyover,DELHI_SOUTH,21,4,515,22.0,5.0,SEVERE
Delhi NCR,DND Flyway (Delhi-Noida Link),DELHI_EAST,12,2,445,45.0,17.0,HEAVY
Delhi NCR,ITO Junction & Vikas Marg,DELHI_CENTRAL,13,2,262,18.0,10.3,SEVERE
Delhi NCR,Laxmi Nagar Vikas Marg,DELHI_EAST,16,5,505,16.0,5.0,SEVERE
Delhi NCR,Connaught Place Outer Circle,DELHI_CENTRAL,1,0,467,25.0,8.8,SEVERE
Delhi NCR,Connaught Place Outer Circle,DELHI_CENTRAL,11,2,242,25.0,7.0,SEVERE
Delhi NCR,Laxmi Nagar Vikas Marg,DELHI_EAST,20,0,244,16.0,5.0,SEVERE
Delhi NCR,DND Flyway (Delhi-Noida Link),DELHI_EAST,15,0,372,45.0,20.5,HEAVY
Delhi NCR,ITO Junction & Vikas Marg,DELHI_CENTRAL,22,3,487,18.0,6.0,SEVERE
Delhi NCR,Gurgaon Expressway (Sirhaul Border),DELHI_GURGAON,23,6,215,35.0,21.8,HEAVY
Delhi NCR,Ashram Chowk & Mathura Road,DELHI_SOUTH,15,6,393,14.0,6.1,SEVERE
Delhi NCR,DND Flyway (Delhi-Noida Link),DELHI_EAST,6,1,305,45.0,23.7,MODERATE
Delhi NCR,DND Flyway (Delhi-Noida Link),DELHI_EAST,11,3,330,45.0,10.6,SEVERE
Delhi NCR,Gurgaon Expressway (Sirhaul Border),DELHI_GURGAON,10,5,230,35.0,10.0,SEVERE
Delhi NCR,Laxmi Nagar Vikas Marg,DELHI_EAST,6,6,297,16.0,8.6,SEVERE
Delhi NCR,DND Flyway (Delhi-Noida Link),DELHI_EAST,5,1,85,45.0,34.2,LOW
Delhi NCR,Laxmi Nagar Vikas Marg,DELHI_EAST,16,3,181,16.0,10.5,SEVERE
Delhi NCR,ITO Junction & Vikas Marg,DELHI_CENTRAL,3,5,515,18.0,5.5,SEVERE
Delhi NCR,Connaught Place Outer Circle,DELHI_CENTRAL,21,5,477,25.0,5.0,SEVERE
Delhi NCR,Laxmi Nagar Vikas Marg,DELHI_EAST,1,3,288,16.0,8.7,SEVERE
Delhi NCR,DND Flyway (Delhi-Noida Link),DELHI_EAST,16,6,281,45.0,24.8,MODERATE
Delhi NCR,Gurgaon Expressway (Sirhaul Border),DELHI_GURGAON,14,4,284,35.0,19.2,HEAVY
Delhi NCR,ITO Junction & Vikas Marg,DELHI_CENTRAL,0,1,446,18.0,6.8,SEVERE
Delhi NCR,Gurgaon Expressway (Sirhaul Border),DELHI_GURGAON,18,0,128,35.0,11.8,SEVERE
Delhi NCR,Gurgaon Expressway (Sirhaul Border),DELHI_GURGAON,12,5,452,35.0,12.9,HEAVY
Delhi NCR,Connaught Place Outer Circle,DELHI_CENTRAL,0,4,219,25.0,15.4,HEAVY
Delhi NCR,AIIMS Ring Road Flyover,DELHI_SOUTH,10,5,280,22.0,5.7,SEVERE
Delhi NCR,Connaught Place Outer Circle,DELHI_CENTRAL,22,2,461,25.0,9.0,SEVERE
Delhi NCR,Peeragarhi Outer Ring Road,DELHI_WEST,13,5,165,20.0,13.5,HEAVY
Delhi NCR,DND Flyway (Delhi-Noida Link),DELHI_EAST,7,1,323,45.0,22.8,MODERATE
Delhi NCR,Ashram Chowk & Mathura Road,DELHI_SOUTH,23,5,178,14.0,9.3,SEVERE
Delhi NCR,Gurgaon Expressway (Sirhaul Border),DELHI_GURGAON,0,6,156,35.0,23.9,MODERATE
Delhi NCR,Gurgaon Expressway (Sirhaul Border),DELHI_GURGAON,0,6,461,35.0,12.6,HEAVY
Delhi NCR,DND Flyway (Delhi-Noida Link),DELHI_EAST,16,6,498,45.0,14.4,HEAVY
Delhi NCR,ITO Junction & Vikas Marg,DELHI_CENTRAL,10,5,369,18.0,5.0,SEVERE
Delhi NCR,ITO Junction & Vikas Marg,DELHI_CENTRAL,13,2,321,18.0,9.2,SEVERE
Delhi NCR,ITO Junction & Vikas Marg,DELHI_CENTRAL,19,1,98,18.0,6.3,SEVERE
Delhi NCR,Ashram Chowk & Mathura Road,DELHI_SOUTH,21,2,199,14.0,5.0,SEVERE
Delhi NCR,Laxmi Nagar Vikas Marg,DELHI_EAST,13,4,173,16.0,10.7,SEVERE
Delhi NCR,AIIMS Ring Road Flyover,DELHI_SOUTH,20,3,197,22.0,6.6,SEVERE
Delhi NCR,Connaught Place Outer Circle,DELHI_CENTRAL,3,5,283,25.0,13.7,HEAVY
Delhi NCR,Connaught Place Outer Circle,DELHI_CENTRAL,17,5,111,25.0,8.6,SEVERE
Delhi NCR,Laxmi Nagar Vikas Marg,DELHI_EAST,8,0,128,16.0,11.4,SEVERE
Delhi NCR,Connaught Place Outer Circle,DELHI_CENTRAL,22,3,220,25.0,15.4,HEAVY
Delhi NCR,Laxmi Nagar Vikas Marg,DELHI_EAST,10,0,154,16.0,5.2,SEVERE
Delhi NCR,AIIMS Ring Road Flyover,DELHI_SOUTH,23,1,393,22.0,9.5,SEVERE
Delhi NCR,DND Flyway (Delhi-Noida Link),DELHI_EAST,0,6,212,45.0,28.1,MODERATE
Delhi NCR,AIIMS Ring Road Flyover,DELHI_SOUTH,22,4,267,22.0,12.5,HEAVY
Delhi NCR,Gurgaon Expressway (Sirhaul Border),DELHI_GURGAON,5,5,175,35.0,23.2,MODERATE
Delhi NCR,Connaught Place Outer Circle,DELHI_CENTRAL,14,6,383,25.0,11.1,SEVERE
Delhi NCR,Laxmi Nagar Vikas Marg,DELHI_EAST,12,5,367,16.0,7.4,SEVERE
Delhi NCR,Peeragarhi Outer Ring Road,DELHI_WEST,0,1,496,20.0,6.5,SEVERE
Delhi NCR,Laxmi Nagar Vikas Marg,DELHI_EAST,16,5,234,16.0,9.6,SEVERE
Delhi NCR,DND Flyway (Delhi-Noida Link),DELHI_EAST,23,5,508,45.0,14.0,HEAVY
Delhi NCR,Gurgaon Expressway (Sirhaul Border),DELHI_GURGAON,20,3,326,35.0,8.3,SEVERE
Delhi NCR,Peeragarhi Outer Ring Road,DELHI_WEST,21,1,89,20.0,7.1,SEVERE
Delhi NCR,AIIMS Ring Road Flyover,DELHI_SOUTH,22,0,156,22.0,15.1,HEAVY
Delhi NCR,ITO Junction & Vikas Marg,DELHI_CENTRAL,5,2,235,18.0,10.8,SEVERE
Delhi NCR,AIIMS Ring Road Flyover,DELHI_SOUTH,16,2,223,22.0,13.5,HEAVY
Delhi NCR,Connaught Place Outer Circle,DELHI_CENTRAL,15,1,152,25.0,17.2,HEAVY
Delhi NCR,AIIMS Ring Road Flyover,DELHI_SOUTH,11,6,162,22.0,7.0,SEVERE
Delhi NCR,Peeragarhi Outer Ring Road,DELHI_WEST,14,2,160,20.0,13.6,HEAVY
Delhi NCR,Gurgaon Expressway (Sirhaul Border),DELHI_GURGAON,15,1,310,35.0,18.2,HEAVY
Delhi NCR,DND Flyway (Delhi-Noida Link),DELHI_EAST,4,6,158,45.0,30.7,MODERATE
Delhi NCR,Ashram Chowk & Mathura Road,DELHI_SOUTH,19,2,478,14.0,5.0,SEVERE
Delhi NCR,Laxmi Nagar Vikas Marg,DELHI_EAST,19,3,245,16.0,5.0,SEVERE
Delhi NCR,ITO Junction & Vikas Marg,DELHI_CENTRAL,1,6,366,18.0,8.3,SEVERE
Delhi NCR,AIIMS Ring Road Flyover,DELHI_SOUTH,16,1,178,22.0,14.5,HEAVY
Delhi NCR,Peeragarhi Outer Ring Road,DELHI_WEST,14,0,93,20.0,15.0,HEAVY
Delhi NCR,Ashram Chowk & Mathura Road,DELHI_SOUTH,21,5,395,14.0,5.0,SEVERE
Delhi NCR,Connaught Place Outer Circle,DELHI_CENTRAL,8,3,295,25.0,13.4,HEAVY
Delhi NCR,Laxmi Nagar Vikas Marg,DELHI_EAST,5,5,468,16.0,5.6,SEVERE
Delhi NCR,Laxmi Nagar Vikas Marg,DELHI_EAST,20,0,520,16.0,5.0,SEVERE
Delhi NCR,ITO Junction & Vikas Marg,DELHI_CENTRAL,23,1,94,18.0,13.5,HEAVY
Delhi NCR,DND Flyway (Delhi-Noida Link),DELHI_EAST,23,2,94,45.0,33.8,LOW
Delhi NCR,ITO Junction & Vikas Marg,DELHI_CENTRAL,14,1,308,18.0,9.4,SEVERE
Delhi NCR,Gurgaon Expressway (Sirhaul Border),DELHI_GURGAON,15,4,492,35.0,11.5,SEVERE
Delhi NCR,Gurgaon Expressway (Sirhaul Border),DELHI_GURGAON,6,0,264,35.0,19.9,HEAVY
Delhi NCR,Peeragarhi Outer Ring Road,DELHI_WEST,6,0,419,20.0,8.1,SEVERE
Delhi NCR,ITO Junction & Vikas Marg,DELHI_CENTRAL,9,3,258,18.0,5.0,SEVERE
Delhi NCR,Connaught Place Outer Circle,DELHI_CENTRAL,0,1,185,25.0,16.3,HEAVY
Delhi NCR,Connaught Place Outer Circle,DELHI_CENTRAL,16,0,299,25.0,13.3,HEAVY
Delhi NCR,Peeragarhi Outer Ring Road,DELHI_WEST,3,5,96,20.0,15.0,HEAVY
Delhi NCR,Laxmi Nagar Vikas Marg,DELHI_EAST,13,4,381,16.0,7.1,SEVERE
Delhi NCR,Connaught Place Outer Circle,DELHI_CENTRAL,23,0,112,25.0,18.3,HEAVY
Delhi NCR,Connaught Place Outer Circle,DELHI_CENTRAL,20,6,477,25.0,5.0,SEVERE
Delhi NCR,DND Flyway (Delhi-Noida Link),DELHI_EAST,23,0,265,45.0,25.6,MODERATE
Delhi NCR,DND Flyway (Delhi-Noida Link),DELHI_EAST,3,5,233,45.0,27.1,MODERATE
Delhi NCR,Laxmi Nagar Vikas Marg,DELHI_EAST,12,0,170,16.0,10.7,SEVERE
Delhi NCR,Gurgaon Expressway (Sirhaul Border),DELHI_GURGAON,20,2,428,35.0,6.5,SEVERE
Delhi NCR,Peeragarhi Outer Ring Road,DELHI_WEST,16,6,461,20.0,7.2,SEVERE
Delhi NCR,DND Flyway (Delhi-Noida Link),DELHI_EAST,18,0,258,45.0,12.2,HEAVY
Delhi NCR,ITO Junction & Vikas Marg,DELHI_CENTRAL,9,0,145,18.0,5.9,SEVERE
